employee_id,home_area,home_lat,home_lon,has_car,environmental_attitude,distance_to_workplace_km,nearest_station,station_mode,dist_to_station_km,connection_quality,walk_to_station_min,wait_min,ride_min,door_to_door_min,commute_band,adoption_score,adoption_tier
EMP0148,Eppendorf/Winterhude,53.59752333950644,10.014473939976032,True,51.0,10.1,Kellinghusenstraße,Rail,2.24,Poor,26.7,5.3,28.2,70.2,>60 min,30.7,Low
EMP0149,Eppendorf/Winterhude,53.577342409278195,10.001096200819092,True,48.0,12.5,Kellinghusenstraße,Rail,1.51,Medium,20.1,8.5,28.2,66.8,>60 min,34.0,Low
EMP0150,Norderstedt,53.70387470902651,10.016995468860356,False,49.0,2.8,Norderstedt Mitte,Rail,0.81,Good,10.8,6.2,6.4,33.4,31–45 min,58.2,Medium
EMP0151,Henstedt-Ulzburg / Kaltenkirchen,53.804612286823826,9.953491354908143,True,46.0,14.5,Kaltenkirchen (AKN),Rail,3.81,Poor,26.7,12.4,42.8,91.9,>60 min,18.7,Low
EMP0152,Ahrensburg,53.685678126607336,10.236921232575844,False,21.0,12.5,Ahrensburg,Rail,1.28,Medium,17.1,3.9,30.3,61.3,>60 min,39.5,Low
EMP0153,Norderstedt,53.67355739695099,10.020502894648837,False,40.0,2.3,Ochsenzoll,Rail,2.04,Poor,26.7,14.5,8.6,59.8,46–60 min,38.0,Low
EMP0154,Eimsbüttel,53.57073434224896,9.972259686384172,True,68.0,13.8,Kellinghusenstraße,Rail,2.02,Poor,26.7,11.8,28.2,76.7,>60 min,34.6,Low
EMP0155,Norderstedt,53.68063531848766,10.013216097327952,False,23.0,2.3,Ochsenzoll,Rail,1.34,Medium,17.9,14.5,8.6,51.0,46–60 min,38.6,Low
EMP0156,Hamburg-Innenstadt,53.54283770533636,10.00256393959568,False,46.0,16.2,Jungfernstieg,Rail,1.27,Medium,16.9,12.6,36.7,76.2,>60 min,40.2,Medium
EMP0157,Langenhorn,53.66327665901109,9.986307667089939,False,34.0,4.8,Langenhorn Nord,Rail,0.29,Good,3.9,2.1,12.0,28.0,≤30 min,58.8,Medium
EMP0158,Hamburg-Innenstadt,53.5493077337455,10.005703062582594,True,52.0,15.5,Jungfernstieg,Rail,0.92,Good,12.3,7.9,36.7,66.9,>60 min,37.5,Low
EMP0159,Hamburg-Innenstadt,53.54856622431052,9.996593591569571,True,42.0,15.7,Jungfernstieg,Rail,0.52,Good,6.9,2.5,36.7,56.1,46–60 min,41.7,Medium
EMP0160,Quickborn,53.7345081512862,9.905643016844289,True,80.0,10.7,Quickborn (AKN),Rail,0.29,Good,3.9,12.3,25.5,51.7,46–60 min,52.0,Medium
EMP0161,Norderstedt,53.6995338824062,10.014458412569331,False,60.0,2.6,Norderstedt Mitte,Rail,0.32,Good,4.3,8.8,6.4,29.5,≤30 min,63.9,Medium
EMP0162,Ahrensburg,53.66411463958057,10.208494056241472,False,24.0,10.9,Ahrensburg,Rail,2.23,Poor,26.7,4.0,30.3,71.0,>60 min,32.8,Low
EMP0163,Langenhorn,53.66786849640899,9.98522885736385,False,63.0,4.6,Langenhorn Nord,Rail,0.57,Good,7.6,13.9,12.0,43.5,31–45 min,57.3,Medium
EMP0164,Norderstedt,53.70412665970385,9.974615871747853,True,35.0,5.1,Norderstedt Mitte,Rail,2.51,Poor,26.7,1.7,6.4,44.8,31–45 min,38.5,Low
EMP0165,Eimsbüttel,53.58245037937656,9.946365365925946,False,38.0,13.3,Kellinghusenstraße,Rail,2.62,Poor,26.7,8.5,28.2,73.4,>60 min,37.3,Low
EMP0166,Alsterdorf/Ohlsdorf,53.62056533442752,10.01651768600941,True,56.0,7.6,Ohlsdorf,Rail,1.24,Medium,16.5,10.8,15.5,52.8,46–60 min,41.6,Medium
EMP0167,Henstedt-Ulzburg / Kaltenkirchen,53.81296418000809,9.969775293372669,False,40.0,14.9,Kaltenkirchen (AKN),Rail,2.9,Poor,26.7,0.9,42.8,80.4,>60 min,34.7,Low
EMP0168,Quickborn,53.756450733027314,9.8975757121986,True,68.0,12.5,Quickborn (AKN),Rail,2.39,Poor,26.7,9.0,25.5,71.2,>60 min,37.1,Low
EMP0169,Langenhorn,53.65992905828948,9.97427897958121,False,35.0,5.6,Langenhorn Nord,Rail,0.61,Good,8.1,12.2,12.0,42.3,31–45 min,50.5,Medium
EMP0170,Pinneberg,53.65952916781665,9.80980540988614,False,38.0,15.9,Pinneberg,Rail,0.97,Good,12.9,1.0,40.2,64.1,>60 min,45.5,Medium
EMP0171,Langenhorn,53.653264724196426,9.976559698684275,True,37.0,5.9,Langenhorn Nord,Rail,1.15,Medium,15.3,7.7,12.0,45.0,31–45 min,39.6,Low
EMP0172,Eppendorf/Winterhude,53.582677373294224,10.02042920312403,True,39.0,11.7,Kellinghusenstraße,Rail,2.37,Poor,26.7,3.9,28.2,68.8,>60 min,29.3,Low
EMP0173,Langenhorn,53.648355282123994,9.981380801468237,False,72.0,6.1,Langenhorn Nord,Rail,1.64,Medium,21.9,9.9,12.0,53.8,46–60 min,54.5,Medium
EMP0174,Ahrensburg,53.66531202686769,10.241880361768812,True,63.0,13.1,Ahrensburg,Rail,1.02,Medium,13.6,1.8,30.3,55.7,46–60 min,46.2,Medium
EMP0175,Norderstedt,53.69679319618348,10.027268743984987,False,84.0,1.7,Norderstedt Mitte,Rail,1.07,Medium,14.3,14.1,6.4,44.8,31–45 min,60.4,Medium
EMP0176,Norderstedt,53.700842951284976,10.012410271161935,False,95.0,2.8,Norderstedt Mitte,Rail,0.38,Good,5.1,13.4,6.4,34.9,31–45 min,71.1,High
EMP0177,Eppendorf/Winterhude,53.59351142058553,9.987976560193092,False,29.0,11.0,Kellinghusenstraße,Rail,0.72,Good,9.6,2.8,28.2,50.6,46–60 min,47.6,Medium
EMP0178,Pinneberg,53.6549446472257,9.795002725483057,True,51.0,17.0,Pinneberg,Rail,0.85,Good,11.3,4.8,40.2,66.3,>60 min,38.8,Low
EMP0179,Ahrensburg,53.6832018456402,10.2374438926381,True,26.0,12.5,Ahrensburg,Rail,1.0,Good,13.3,8.8,30.3,62.4,>60 min,30.2,Low
EMP0180,Quickborn,53.74349412672301,9.895552583477984,True,34.0,11.8,Quickborn (AKN),Rail,1.22,Medium,16.3,10.8,25.5,62.6,>60 min,32.0,Low
EMP0181,Ahrensburg,53.672603516925776,10.235241679286592,False,37.0,12.5,Ahrensburg,Rail,0.24,Good,3.2,6.6,30.3,50.1,46–60 min,51.5,Medium
EMP0182,Ahrensburg,53.66767083855335,10.230378079060026,True,29.0,12.3,Ahrensburg,Rail,0.88,Good,11.7,2.3,30.3,54.3,46–60 min,36.2,Low
EMP0183,Eppendorf/Winterhude,53.5984842792083,10.007243577571874,True,29.0,10.1,Kellinghusenstraße,Rail,1.92,Medium,25.6,1.6,28.2,65.4,>60 min,27.3,Low
EMP0184,Langenhorn,53.66267973587486,9.981746118741853,True,47.0,5.0,Langenhorn Nord,Rail,0.05,Good,0.7,15.0,12.0,37.7,31–45 min,46.6,Medium
EMP0185,Quickborn,53.72161872740585,9.906372042508524,False,26.0,10.0,Quickborn (AKN),Rail,1.62,Medium,21.6,6.8,25.5,63.9,>60 min,37.3,Low
EMP0186,Hamburg-Innenstadt,53.550420197440154,9.992638180693774,True,67.0,15.6,Jungfernstieg,Rail,0.27,Good,3.6,13.1,36.7,63.4,>60 min,44.4,Medium
EMP0187,Alsterdorf/Ohlsdorf,53.617620358120746,10.014231220184062,False,32.0,8.0,Ohlsdorf,Rail,1.55,Medium,20.7,7.2,15.5,53.4,46–60 min,44.3,Medium
EMP0188,Norderstedt,53.68850305213512,10.0172681419969,False,100.0,2.0,Norderstedt Mitte,Rail,1.08,Medium,14.4,13.8,6.4,44.6,31–45 min,65.6,Medium
EMP0189,Quickborn,53.737998433928375,9.899202877713307,False,41.0,11.3,Quickborn (AKN),Rail,0.69,Good,9.2,1.3,25.5,46.0,46–60 min,54.4,Medium
EMP0190,Langenhorn,53.64625177514743,9.970984123673787,False,51.0,6.7,Langenhorn Nord,Rail,2.01,Poor,26.7,1.7,12.0,50.4,46–60 min,50.9,Medium
EMP0191,Ahrensburg,53.68756186100012,10.248846792154024,False,24.0,13.3,Ahrensburg,Rail,1.65,Medium,22.0,13.9,30.3,76.2,>60 min,31.3,Low
EMP0192,Langenhorn,53.673279499850594,9.977276631277954,False,84.0,4.8,Langenhorn Nord,Rail,1.17,Medium,15.6,14.2,12.0,51.8,46–60 min,58.4,Medium
EMP0193,Norderstedt,53.69497482665697,9.996931579074031,True,72.0,3.4,Norderstedt Mitte,Rail,0.97,Good,12.9,4.7,6.4,34.0,31–45 min,55.2,Medium
EMP0194,Henstedt-Ulzburg / Kaltenkirchen,53.81363454337839,9.96943812709383,False,56.0,15.0,Kaltenkirchen (AKN),Rail,2.83,Poor,26.7,5.3,42.8,84.8,>60 min,36.7,Low
EMP0195,Norderstedt,53.673400780342,10.015733698060327,False,23.0,2.5,Ochsenzoll,Rail,1.78,Medium,23.7,6.8,8.6,49.1,46–60 min,40.0,Low
EMP0196,Norderstedt,53.685936523397345,9.995792847427433,False,54.0,3.4,Ochsenzoll,Rail,0.45,Good,6.0,6.2,8.6,30.8,31–45 min,61.9,Medium
EMP0197,Eimsbüttel,53.57566221079848,9.965894817154636,False,28.0,13.4,Kellinghusenstraße,Rail,1.81,Medium,24.1,2.9,28.2,65.2,>60 min,39.7,Low
EMP0198,Henstedt-Ulzburg / Kaltenkirchen,53.799278669785735,9.972355830924284,False,79.0,13.5,Kaltenkirchen (AKN),Rail,4.43,Poor,26.7,13.5,42.8,93.0,>60 min,37.0,Low
EMP0199,Langenhorn,53.66794396482631,9.985143864517063,False,66.0,4.6,Langenhorn Nord,Rail,0.58,Good,7.7,3.8,12.0,33.5,31–45 min,64.7,Medium
EMP0200,Langenhorn,53.68077296530748,9.987719814837615,True,52.0,4.0,Ochsenzoll,Rail,0.39,Good,5.2,10.6,8.6,34.4,31–45 min,49.4,Medium
EMP0201,Quickborn,53.72433385280571,9.895157309019092,True,1.0,10.8,Quickborn (AKN),Rail,1.6,Medium,21.3,1.0,25.5,57.8,46–60 min,24.4,Low
EMP0202,Pinneberg,53.65422536595914,9.799410401549961,True,30.0,16.7,Pinneberg,Rail,0.96,Good,12.8,0.6,40.2,63.6,>60 min,34.0,Low
EMP0203,Eppendorf/Winterhude,53.5953544836831,9.994973802405294,True,64.0,10.7,Kellinghusenstraße,Rail,1.11,Medium,14.8,9.8,28.2,62.8,>60 min,39.9,Low
EMP0204,Norderstedt,53.71361116148499,10.006272098412754,True,74.0,4.0,Norderstedt Mitte,Rail,1.82,Medium,24.3,5.1,6.4,45.8,46–60 min,48.6,Medium
EMP0205,Norderstedt,53.6852762568746,10.019805556094198,True,72.0,1.8,Norderstedt Mitte,Rail,1.48,Medium,19.7,9.8,6.4,45.9,46–60 min,46.2,Medium
EMP0206,Langenhorn,53.66329036122307,9.996192745106743,True,18.0,4.2,Langenhorn Nord,Rail,0.94,Good,12.5,1.4,12.0,35.9,31–45 min,38.4,Low
EMP0207,Norderstedt,53.71571298850813,10.029043700546005,False,56.0,3.5,Norderstedt Mitte,Rail,2.34,Poor,26.7,14.2,6.4,57.3,46–60 min,45.4,Medium
EMP0208,Hamburg-Innenstadt,53.534582408518204,10.006848078715059,True,70.0,17.1,Jungfernstieg,Rail,2.22,Poor,26.7,11.2,36.7,84.6,>60 min,32.7,Low
EMP0209,Norderstedt,53.68468930793154,10.0100026581837,False,17.0,2.4,Ochsenzoll,Rail,1.15,Medium,15.3,13.1,8.6,47.0,46–60 min,39.5,Low
EMP0210,Eppendorf/Winterhude,53.5887639339354,10.001527201630262,False,50.0,11.3,Kellinghusenstraße,Rail,1.09,Medium,14.5,2.0,28.2,54.7,46–60 min,51.5,Medium
EMP0211,Hamburg-Innenstadt,53.54589411587144,10.001368228717842,True,55.0,15.9,Jungfernstieg,Rail,0.94,Good,12.5,4.8,36.7,64.0,>60 min,40.6,Medium
EMP0212,Eimsbüttel,53.58672601287754,9.964811779492994,True,44.0,12.3,Kellinghusenstraße,Rail,1.35,Medium,18.0,5.5,28.2,61.7,>60 min,35.9,Low
EMP0213,Langenhorn,53.66321659719821,9.982707641879117,True,13.0,5.0,Langenhorn Nord,Rail,0.05,Good,0.7,8.1,12.0,30.8,31–45 min,40.9,Medium
EMP0214,Quickborn,53.71835037940358,9.917437531318763,False,43.0,9.2,Quickborn (AKN),Rail,2.05,Poor,26.7,4.5,25.5,66.7,>60 min,39.9,Low
EMP0215,Hamburg-Innenstadt,53.55625410402901,9.993107173539741,True,43.0,14.9,Jungfernstieg,Rail,0.38,Good,5.1,0.9,36.7,52.7,46–60 min,43.6,Medium
EMP0216,Quickborn,53.73032461112644,9.901907130636264,False,47.0,10.7,Quickborn (AKN),Rail,0.8,Good,10.7,5.5,25.5,51.7,46–60 min,52.1,Medium
EMP0217,Norderstedt,53.71024447216941,10.006955269341642,False,39.0,3.7,Norderstedt Mitte,Rail,1.44,Medium,19.2,3.8,6.4,39.4,31–45 min,52.0,Medium
EMP0218,Norderstedt,53.69122412463563,10.017439103777338,False,41.0,2.0,Norderstedt Mitte,Rail,0.81,Good,10.8,5.8,6.4,33.0,31–45 min,55.4,Medium
EMP0219,Ahrensburg,53.66783384716898,10.237829932912,True,49.0,12.7,Ahrensburg,Rail,0.71,Good,9.5,3.0,30.3,52.8,46–60 min,43.5,Medium
EMP0220,Alsterdorf/Ohlsdorf,53.62041131610805,10.015402099768684,True,59.0,7.6,Ohlsdorf,Rail,1.25,Medium,16.7,3.9,15.5,46.1,46–60 min,46.8,Medium
EMP0221,Langenhorn,53.668429264823374,9.988100792422022,True,44.0,4.4,Langenhorn Nord,Rail,0.72,Good,9.6,9.4,12.0,41.0,31–45 min,43.1,Medium
EMP0222,Eppendorf/Winterhude,53.597480993639365,9.994251585371023,True,42.0,10.5,Kellinghusenstraße,Rail,1.29,Medium,17.2,5.8,28.2,61.2,>60 min,34.2,Low
EMP0223,Hamburg-Innenstadt,53.53424402682615,10.0012624816363,True,52.0,17.2,Jungfernstieg,Rail,2.13,Poor,26.7,5.2,36.7,78.6,>60 min,31.3,Low
EMP0224,Pinneberg,53.66798034439928,9.799888426034583,False,12.0,16.4,Pinneberg,Rail,0.65,Good,8.7,8.0,40.2,66.9,>60 min,36.2,Low
EMP0225,Langenhorn,53.65045691948326,9.969051869130887,False,60.0,6.5,Langenhorn Nord,Rail,1.64,Medium,21.9,11.6,12.0,55.5,46–60 min,50.1,Medium
EMP0226,Ahrensburg,53.67655276111588,10.252223047911862,False,50.0,13.6,Ahrensburg,Rail,0.99,Good,13.2,5.7,30.3,59.2,46–60 min,50.4,Medium
EMP0227,Norderstedt,53.683262655646004,10.006092552562432,False,51.0,2.7,Ochsenzoll,Rail,0.86,Good,11.5,8.8,8.6,38.9,31–45 min,55.2,Medium
EMP0228,Eimsbüttel,53.583063221475435,9.947049046568148,True,69.0,13.3,Kellinghusenstraße,Rail,2.57,Poor,26.7,14.5,28.2,79.4,>60 min,32.7,Low
EMP0229,Eimsbüttel,53.570534010956926,9.953149562904137,False,11.0,14.3,Kellinghusenstraße,Rail,2.82,Poor,26.7,7.8,28.2,72.7,>60 min,30.5,Low
EMP0230,Norderstedt,53.68467365349739,10.000889548393218,False,11.0,3.0,Ochsenzoll,Rail,0.58,Good,7.7,13.6,8.6,39.9,31–45 min,42.8,Medium
EMP0231,Norderstedt,53.70463820136482,10.011621733186576,False,55.0,3.1,Norderstedt Mitte,Rail,0.79,Good,10.5,11.9,6.4,38.8,31–45 min,56.8,Medium
EMP0232,Alsterdorf/Ohlsdorf,53.61741644521677,10.009261494944537,False,50.0,8.1,Ohlsdorf,Rail,1.61,Medium,21.5,0.9,15.5,47.9,46–60 min,53.3,Medium
EMP0233,Pinneberg,53.65646023198607,9.792731680323593,True,53.0,17.1,Pinneberg,Rail,0.72,Good,9.6,6.4,40.2,66.2,>60 min,39.6,Low
EMP0234,Eimsbüttel,53.59311178849021,9.969797019654825,True,41.0,11.6,Kellinghusenstraße,Rail,1.22,Medium,16.3,10.5,28.2,65.0,>60 min,32.3,Low
EMP0235,Ahrensburg,53.6697934757843,10.241198753611927,True,63.0,12.9,Ahrensburg,Rail,0.54,Good,7.2,14.8,30.3,62.3,>60 min,41.7,Medium
EMP0236,Quickborn,53.73642107673971,9.912360478706443,True,69.0,10.5,Quickborn (AKN),Rail,0.21,Good,2.8,6.9,25.5,45.2,46–60 min,52.7,Medium
EMP0237,Eppendorf/Winterhude,53.59568913447679,10.002098284573286,False,60.0,10.5,Kellinghusenstraße,Rail,1.46,Medium,19.5,1.4,28.2,59.1,46–60 min,51.0,Medium
EMP0238,Quickborn,53.729903340658716,9.915361346680022,True,45.0,9.9,Quickborn (AKN),Rail,0.8,Good,10.7,8.4,25.5,54.6,46–60 min,38.9,Low
EMP0239,Norderstedt,53.702211362933994,9.990020466582227,False,8.0,4.1,Norderstedt Mitte,Rail,1.48,Medium,19.7,1.9,6.4,38.0,31–45 min,44.0,Medium
EMP0240,Norderstedt,53.69216547652835,10.007455617477357,False,65.0,2.7,Norderstedt Mitte,Rail,0.64,Good,8.5,11.3,6.4,36.2,31–45 min,61.1,Medium
EMP0241,Henstedt-Ulzburg / Kaltenkirchen,53.80588361677784,9.943197899355106,True,74.0,14.9,Kaltenkirchen (AKN),Rail,3.83,Poor,26.7,7.6,42.8,87.1,>60 min,30.5,Low
EMP0242,Quickborn,53.749726426398034,9.909560599267978,True,63.0,11.5,Quickborn (AKN),Rail,1.52,Medium,20.3,10.9,25.5,66.7,>60 min,37.7,Low
EMP0243,Langenhorn,53.65039413947488,9.981353670277757,False,32.0,5.9,Langenhorn Nord,Rail,1.41,Medium,18.8,13.0,12.0,53.8,46–60 min,42.4,Medium
EMP0244,Eppendorf/Winterhude,53.568872196690705,10.008455322747896,False,63.0,13.3,Jungfernstieg,Rail,2.05,Poor,26.7,9.4,36.7,82.8,>60 min,38.7,Low
EMP0245,Eimsbüttel,53.594709369950124,9.97547634392721,True,67.0,11.2,Kellinghusenstraße,Rail,1.06,Medium,14.1,9.2,28.2,61.5,>60 min,42.1,Medium
EMP0246,Henstedt-Ulzburg / Kaltenkirchen,53.83549327952607,9.967027750482524,True,81.0,17.4,Kaltenkirchen (AKN),Rail,0.51,Good,6.8,11.3,42.8,70.9,>60 min,45.1,Medium
EMP0247,Eimsbüttel,53.57454730734551,9.958596389226031,False,32.0,13.7,Kellinghusenstraße,Rail,2.26,Poor,26.7,12.6,28.2,77.5,>60 min,33.2,Low
EMP0248,Alsterdorf/Ohlsdorf,53.5956316195938,10.016851611125459,True,45.0,10.3,Kellinghusenstraße,Rail,2.28,Poor,26.7,13.0,28.2,77.9,>60 min,24.1,Low
EMP0249,Alsterdorf/Ohlsdorf,53.61189516023804,10.006720823626758,False,65.0,8.7,Ohlsdorf,Rail,2.25,Poor,26.7,0.5,15.5,52.7,46–60 min,55.2,Medium
EMP0250,Alsterdorf/Ohlsdorf,53.6121377705016,10.011986073485566,True,51.0,8.6,Ohlsdorf,Rail,2.17,Poor,26.7,8.3,15.5,60.5,>60 min,35.9,Low
EMP0251,Hamburg-Innenstadt,53.54920076158977,10.003561363169608,True,28.0,15.5,Jungfernstieg,Rail,0.8,Good,10.7,3.2,36.7,60.6,>60 min,34.4,Low
EMP0252,Henstedt-Ulzburg / Kaltenkirchen,53.79886611958079,9.959422286540105,True,58.0,13.8,Kaltenkirchen (AKN),Rail,4.42,Poor,26.7,12.9,42.8,92.4,>60 min,21.4,Low
EMP0253,Eppendorf/Winterhude,53.59879561142477,10.006056786392424,False,62.0,10.1,Kellinghusenstraße,Rail,1.88,Medium,25.1,9.7,28.2,73.0,>60 min,42.2,Medium
EMP0254,Langenhorn,53.66604507375286,9.988174013686924,False,52.0,4.5,Langenhorn Nord,Rail,0.53,Good,7.1,6.3,12.0,35.4,31–45 min,59.2,Medium
EMP0255,Langenhorn,53.645855943801806,9.971852081828693,True,54.0,6.7,Langenhorn Nord,Rail,2.03,Poor,26.7,2.8,12.0,51.5,46–60 min,41.1,Medium
EMP0256,Quickborn,53.74309196731695,9.918938941282175,False,45.0,10.5,Quickborn (AKN),Rail,1.01,Medium,13.5,5.1,25.5,54.1,46–60 min,49.7,Medium
EMP0257,Henstedt-Ulzburg / Kaltenkirchen,53.830526849819464,9.971985663453715,True,80.0,16.8,Kaltenkirchen (AKN),Rail,1.14,Medium,15.2,10.6,42.8,78.6,>60 min,39.4,Low
EMP0258,Norderstedt,53.699219603324366,10.012119258873728,True,32.0,2.7,Norderstedt Mitte,Rail,0.2,Good,2.7,3.1,6.4,22.2,≤30 min,50.3,Medium
EMP0259,Norderstedt,53.69412674837931,10.003476765419725,True,38.0,3.0,Norderstedt Mitte,Rail,0.63,Good,8.4,1.4,6.4,26.2,≤30 min,49.8,Medium
EMP0260,Eimsbüttel,53.577179967855926,9.955007939814244,True,50.0,13.6,Kellinghusenstraße,Rail,2.29,Poor,26.7,13.3,28.2,78.2,>60 min,28.0,Low
EMP0261,Norderstedt,53.703652567669685,10.005723374230971,False,68.0,3.3,Norderstedt Mitte,Rail,0.77,Good,10.3,11.5,6.4,38.2,31–45 min,61.2,Medium
EMP0262,Henstedt-Ulzburg / Kaltenkirchen,53.79269328394493,9.97042594463292,True,20.0,12.8,Kaltenkirchen (AKN),Rail,5.14,Poor,26.7,3.0,42.8,82.5,>60 min,15.6,Low
EMP0263,Langenhorn,53.662443907029775,9.971843748325986,False,24.0,5.6,Langenhorn Nord,Rail,0.67,Good,8.9,4.4,12.0,35.3,31–45 min,51.7,Medium
EMP0264,Norderstedt,53.69359536050537,10.0154751224862,True,9.0,2.2,Norderstedt Mitte,Rail,0.52,Good,6.9,14.6,6.4,37.9,31–45 min,32.8,Low
EMP0265,Ahrensburg,53.69267825012956,10.225382444711217,False,51.0,11.8,Ahrensburg,Rail,2.21,Poor,26.7,10.6,30.3,77.6,>60 min,37.3,Low
EMP0266,Norderstedt,53.69575827266195,10.009059314155612,True,28.0,2.7,Norderstedt Mitte,Rail,0.24,Good,3.2,9.2,6.4,28.8,≤30 min,44.8,Medium
EMP0267,Langenhorn,53.677478876111195,9.982496477545741,False,42.0,4.4,Ochsenzoll,Rail,0.87,Good,11.6,4.6,8.6,34.8,31–45 min,56.5,Medium
EMP0268,Norderstedt,53.68646259302218,10.03555130145059,True,63.0,0.8,Norderstedt Mitte,Rail,2.02,Poor,26.7,4.5,6.4,47.6,46–60 min,41.6,Medium
EMP0269,Norderstedt,53.70337259166803,9.997326843444798,True,37.0,3.8,Norderstedt Mitte,Rail,1.12,Medium,14.9,0.6,6.4,31.9,31–45 min,46.4,Medium
EMP0270,Norderstedt,53.70069400263791,10.025820145664902,False,55.0,2.1,Norderstedt Mitte,Rail,1.03,Medium,13.7,10.9,6.4,41.0,31–45 min,54.5,Medium
EMP0271,Norderstedt,53.68880952752135,10.012598424139874,False,44.0,2.3,Norderstedt Mitte,Rail,0.97,Good,12.9,0.6,6.4,29.9,≤30 min,58.6,Medium
EMP0272,Norderstedt,53.69927396114637,10.01521171918016,False,63.0,2.5,Norderstedt Mitte,Rail,0.33,Good,4.4,0.1,6.4,20.9,≤30 min,70.3,High
EMP0273,Norderstedt,53.709625188368314,10.012283479133883,True,60.0,3.4,Norderstedt Mitte,Rail,1.35,Medium,18.0,10.9,6.4,45.3,46–60 min,44.3,Medium
EMP0274,Eimsbüttel,53.575362082957135,9.968047268181952,False,36.0,13.4,Kellinghusenstraße,Rail,1.74,Medium,23.2,14.2,28.2,75.6,>60 min,35.4,Low
EMP0275,Hamburg-Innenstadt,53.5341803735083,9.992163148956381,False,47.0,17.3,Jungfernstieg,Rail,2.07,Poor,26.7,11.3,36.7,84.7,>60 min,35.9,Low
EMP0276,Alsterdorf/Ohlsdorf,53.614824371735224,10.026540501814575,False,71.0,8.1,Ohlsdorf,Rail,2.03,Poor,26.7,7.1,15.5,59.3,46–60 min,52.2,Medium
EMP0277,Langenhorn,53.65177576905208,9.976835288557753,True,58.0,6.0,Langenhorn Nord,Rail,1.3,Medium,17.3,7.3,12.0,46.6,46–60 min,44.9,Medium
EMP0278,Eppendorf/Winterhude,53.58957659061336,10.009322345721792,False,22.0,11.1,Kellinghusenstraße,Rail,1.61,Medium,21.5,6.5,28.2,66.2,>60 min,35.4,Low
EMP0279,Henstedt-Ulzburg / Kaltenkirchen,53.80918412230315,9.95855632879787,False,63.0,14.8,Kaltenkirchen (AKN),Rail,3.28,Poor,26.7,4.9,42.8,84.4,>60 min,38.9,Low
EMP0280,Henstedt-Ulzburg / Kaltenkirchen,53.79294347783985,9.964397481535986,False,28.0,13.0,Kaltenkirchen (AKN),Rail,5.08,Poor,26.7,7.8,42.8,87.3,>60 min,25.1,Low
EMP0281,Norderstedt,53.68134341660679,10.000380374477098,True,78.0,3.1,Ochsenzoll,Rail,0.49,Good,6.5,6.5,8.6,31.6,31–45 min,58.3,Medium
EMP0282,Norderstedt,53.702320668355256,10.015650237203475,True,70.0,2.7,Norderstedt Mitte,Rail,0.61,Good,8.1,9.0,6.4,33.5,31–45 min,54.4,Medium
EMP0283,Langenhorn,53.655572813038305,9.995851259569266,False,56.0,4.8,Langenhorn Nord,Rail,1.24,Medium,16.5,13.5,12.0,52.0,46–60 min,49.8,Medium
EMP0284,Langenhorn,53.635152556581794,9.980626438201792,False,53.0,7.2,Ohlsdorf,Rail,2.26,Poor,26.7,14.9,15.5,67.1,>60 min,41.0,Medium
EMP0285,Eimsbüttel,53.586448440366084,9.96163114301296,False,46.0,12.5,Kellinghusenstraße,Rail,1.56,Medium,20.8,1.2,28.2,60.2,>60 min,47.7,Medium
EMP0286,Alsterdorf/Ohlsdorf,53.61772369755275,10.000853830369321,True,64.0,8.2,Ohlsdorf,Rail,1.78,Medium,23.7,5.8,15.5,55.0,46–60 min,43.0,Medium
EMP0287,Norderstedt,53.69036125175963,10.008807073464478,True,43.0,2.5,Norderstedt Mitte,Rail,0.81,Good,10.8,2.7,6.4,29.9,≤30 min,48.5,Medium
EMP0288,Alsterdorf/Ohlsdorf,53.601831697889416,9.996072057402785,False,55.0,10.0,Kellinghusenstraße,Rail,1.78,Medium,23.7,5.3,28.2,67.2,>60 min,43.8,Medium
EMP0289,Eppendorf/Winterhude,53.601358078963145,9.988871220132811,True,67.0,10.2,Kellinghusenstraße,Rail,1.59,Medium,21.2,4.3,28.2,63.7,>60 min,39.9,Low
EMP0290,Norderstedt,53.7009935062256,10.013367860461091,True,39.0,2.7,Norderstedt Mitte,Rail,0.42,Good,5.6,2.6,6.4,24.6,≤30 min,50.9,Medium
EMP0291,Henstedt-Ulzburg / Kaltenkirchen,53.83382602282684,9.978190131977414,False,38.0,17.0,Kaltenkirchen (AKN),Rail,1.22,Medium,16.3,11.5,42.8,80.6,>60 min,35.6,Low
EMP0292,Norderstedt,53.70170188598725,10.039192108612296,False,26.0,1.8,Norderstedt Mitte,Rail,1.91,Medium,25.5,7.4,6.4,49.3,46–60 min,40.2,Medium
EMP0293,Ahrensburg,53.67807703141262,10.231934149149291,False,29.0,12.2,Ahrensburg,Rail,0.58,Good,7.7,13.8,30.3,61.8,>60 min,41.3,Medium
EMP0294,Norderstedt,53.695830720698915,10.025453001566456,True,13.0,1.8,Norderstedt Mitte,Rail,0.96,Good,12.8,0.5,6.4,29.7,≤30 min,39.0,Low
EMP0295,Henstedt-Ulzburg / Kaltenkirchen,53.81816775867201,9.967437524804016,True,65.0,15.5,Kaltenkirchen (AKN),Rail,2.31,Poor,26.7,1.0,42.8,80.5,>60 min,32.6,Low
EMP0296,Ahrensburg,53.68045085201248,10.236287523532535,False,86.0,12.5,Ahrensburg,Rail,0.7,Good,9.3,6.0,30.3,55.6,46–60 min,62.7,Medium
